id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
920;Lillis;Philippines;Parang;0 Oak Pass;7.32688;124.297205;46;true;false;Bosnia and Herzegovina;13538120850772899377293452186694437820319413427204875272158450152982291554276827 87332706184697920839594;14688310197806238626142051141399700369641140713814889075631842632985333279523960 80708454765896704631652;
921;Cesar;Brazil;Pinhão;65229 Sullivan Circle;-10.5792295;-37.745028;42;false;true;Argentina;30137511629769219674022668786271673470123064200135614609686198446758746775334773 04342425519596443208323;45180351908121564891009760094350201153198919890141957187113985252811632501284065 71796106132511701619154;
922;Thurstan;Greece;Zevgolateió;4564 Sloan Way;37.9375856;22.8008984;70;false;true;Portugal;36981726048279219655072263323819312219290860799070127751171939718963391202100820 85135122316259828173525;97430695442248940604452309794715990283700708004447096907837823693491708738438392 40243911579302614308550;
923;Gabriel;Ukraine;Voskhod;8 Marcy Pass;44.5132212;34.2156313;30;true;true;Canada;98260153680343389739447598126228405739280556057367877722176545679286180637247099 22815931676720051333813;58976232927076632079968317552123904821532934772124833221226696176340652548382763 56328262107401863767984;
924;Chrissie;China;Zhongdong;3 Mallard Court;22.826877;107.840624;54;true;true;Philippines;93423287131186141433467763562875585780869615674030469897720640176346921420672394 87769605239767891277065;38171971512413084038508394891323875078161832448870331446985700109149435072067644 40380583188150542188300;
925;Sunny;China;Yongning;9 Dexter Alley;22.75839;108.487368;37;false;true;Russia;88220699662465497546195414299982989571714692174430636113724892925986351463506428 08121700473766707153041;42841712155541640033848560450797210119198090232020317453602947029113595618313073 28377499766497689665989;
926;Elita;China;Wangliao;1 Sachtjen Circle;31.7304839;117.3437409;58;true;false;China;97807535172914218161915974452060473955416822403000087516695390008101891982957624 14660381184933326761042;44636966196212387090081236634795944383660015931946734336693146556963185234209594 26670415140017632897417;
927;Druci;United States;Pueblo;032 Bartillon Center;38.2743989;-104.6086995;82;false;false;China;13462566645222404910955257466157310735166864771156185262775264874249595727997676 11339217208200038813425;07725842233197327463532676135138646086604750468700282749393258557330059076781624 59489603902552993683884;
928;Karola;China;Jiangqiao;14 Magdeline Trail;31.238854;121.331694;50;true;false;El Salvador;15509178910271371899178188652861837789991914070380327958156514326184938018686314 28866362803271181633547;04326812487648529540449860371252702471900170409910114470751309256289125817992361 87521182357954500879174;
929;Sharity;China;Chengqu;3777 Loomis Junction;22.778717;115.365045;2;true;false;Colombia;03200314602566941919426385708797102054423117612415505351891571739139007270793199 72010442911927469210482;84319448761462512849157483317739294734287167941839241654295709769710628608578716 97501862564476081358721;
930;Nona;Finland;Liljendal;6 Claremont Circle;60.5717591;26.050814;40;false;true;Indonesia;33731360599798627839637400439981602848345795079120569698393534470259496998351592 76057069088923534603044;46390460988258062065221933034865879369427969519377305378437912309948233236891775 14409710543763094138003;
931;Morgan;Pakistan;Lāliān;1 Valley Edge Point;31.5769405;72.4156898;79;true;false;Russia;83488501803852140334047212911338344803508221743528591923768954527119417120283346 49060080124866748959955;07035653890650130980311427297359344040013669731483917200488466076612752976743801 69689523266213889992608;
932;Lucian;Philippines;Butigui;5029 Redwing Pass;15.9866126;120.3656906;89;true;false;Sweden;71820538486482003856007058931053632648495815557655248070702679108873894860051647 34327626525422513988809;42713725227432662277205307997504819761977679011218321588296187686126919599907402 88394748428613780462288;
933;Jabez;China;Haiyan;7 Mcbride Circle;30.526435;120.946263;79;false;true;Russia;75398430095831893640305379120472786375854644562546573349238091614290502005776552 32791984097300183769406;37311499359967944532886053676465879140179061267479688696722447200802240884097305 99879326829315310648184;
934;Skye;China;Dehang;746 Golf Course Crossing;24.754346;107.220298;79;true;true;Japan;93816112844978625336901616626030501920888728623677694230085547250063875240194850 59180761215504244834159;34593667570508197651652160359381915347110843225640945464854876714413184153305926 50652487327715476742657;
935;Jorie;China;Shijiazhuang;18 Hagan Trail;38.042805;114.514893;79;true;false;Sierra Leone;83526207930000511166262969489428576598655926307123583898189840001188558408471486 88095522118661442802469;81901248327263604106732386720556077759704667164122619670187176954297376384216522 55238256200640678794097;
936;Dietrich;China;Longshan;7 Thierer Alley;42.901533;125.136451;90;true;false;Indonesia;69302044103482412898694755570950650658135454435207749612518619530551329643384946 35013355031389650227142;44721618534859116965184051440577870579941723382487078490018767011838916697794464 53093190575363249153948;
937;Rayner;Brazil;Barreiro do Jaíba;09461 Hansons Trail;-15.61532;-43.59187;72;true;true;South Korea;83599979091946668784216027956220613951088330766429880068483960074899388807258885 09325557718215928626796;63061772491005403782136934928696567857762813441887062616519529820059466727997736 99698548197365140649923;
938;Broderic;Bangladesh;Joypur Hāt;00214 Lindbergh Trail;24.9689194;89.0076739;10;true;true;Thailand;52861163379280549927283139249421452452318784273880317939409176309353034304651318 45696936684220368595383;40133125712756693511974234628177590670572597523876780848526542866665629792518598 58565653854509951698466;
939;Biron;Syria;Al Ghāriyah;3697 Independence Hill;32.3964882;36.6498717;48;false;false;Russia;80429657500494011394805750734077648647237404317159465780204976731416595660257350 50932493388913962587230;97369044970794657843059098885033416147691505320289387183086398962406180707264554 57575120914677085122081;
940;Rutger;Portugal;Canelas;45303 Arizona Parkway;40.7247141;-8.5543395;71;true;true;Switzerland;45006567745238512750141831752629916208874634463892187410882224326696646678921823 10817844658658792625968;71251941489131840442701664047985896410919299678439960599448921244700799170239468 55356139280213869645099;
941;Leda;Papua New Guinea;Kavieng;2065 Morrow Pass;-2.5781167;150.8086082;26;false;false;Venezuela;79677695032958185591253542780617795753454791595692430130665006021738127646741057 59009633481866889068948;82258308209335695689161547606983344101539934143710689240952684492194428551918533 86218178561677934455168;
942;Georgeanna;China;Danyang;15906 Crescent Oaks Parkway;32.010214;119.606439;3;true;false;Indonesia;47497348034931773107089326254592885694402340769881393676066534243409141695762820 13650085227225069564231;27278472156094851291187378231358719257235484266518395189786008325604611146776772 89922147136791945080554;
943;Rockwell;Portugal;Sobreiro;382 Debra Circle;41.9227482;-8.5332804;56;true;false;Japan;40482846340258553008315910371828959436270904261485260292686123442375787755311602 99530347307601236640030;45631623380400595580727120110300222118285826081606357790638532027570556129874593 03397691360503942226881;
944;Ambrose;Malaysia;Kuala Terengganu;1745 Dwight Terrace;5.329576;103.1369108;72;false;false;Sweden;39485682204666668398738753875251143975866842957283237852530519388473827901442125 65202099813389829209642;34353294349337632502511254970720498250070785491265665580901275611441926140694396 11833020678026264059855;
945;Rafaello;Russia;Petrodvorets;71249 Manufacturers Place;59.8794468;29.9105627;88;true;false;Colombia;97812747762651390019195202437706198443590674593637836121282981609775498131680677 73083816935798180108021;22011053849749646546070437511418958382914132248303710496435874665020789906152592 40525355082626806964602;
946;Langston;Poland;Dębowa Łąka;65759 Rutledge Junction;53.2166678;19.0555956;83;false;true;Bosnia and Herzegovina;79769117853030617437365053000672450074586220461710684244721209933905173754822149 89821483259043968958226;11104130293354774157475968460503802530527056473138843201388789136067524688582987 74277169807795996569501;
947;Sara-ann;China;Fenyan;9394 Grayhawk Trail;37.261564;111.769893;66;true;false;Iran;71224368411007294021459822443262897710716063190916075204092213539550470718306214 23930471031273190031905;21991359687629077278680282417093717728764129580989255165329672863321542961763794 15399724990273148504643;
948;Ingeborg;Indonesia;Tanjungsari Barat;587 Bartelt Road;-6.4054875;107.7458559;5;true;false;Indonesia;35963385503463832309555224963209725593204245041381086252272377860025979423117470 87247847113770307294999;25352478119926438968220426739549282498827070274420828648278444094614335726771578 45421730215471828904116;
949;Cindy;Indonesia;Aibura;3106 Kenwood Place;-8.6797285;122.3504283;77;true;false;Oman;73278667528216836599087810162250725581898875203494992544086709632719254961586937 93970219465068183749242;80667334454882135319411166069690698905934746088276665760400496162324478046030127 48604353385257720884681;
950;Selie;Portugal;Póvoa do Valado;5 Judy Hill;40.5761474;-8.5858661;42;false;true;Russia;55658471774490317633529482359686215388209881906551138321686764781729162957552007 80540363883031510102865;25886286154228353899806283392942981020349427492897997629286091379940338191605310 20602992148505065752755;
951;Greta;France;Chelles;73 Heffernan Place;45.3954435;3.828292;40;false;true;China;65882624974784139708987818874481095762890656657298857325244167182979025442384392 25680453455751997958688;79881669265935862104542588309234661951461525711839702389844871574003719117318005 76028303997010482421195;
952;Lemmy;Libya;Sulūq;8087 Acker Crossing;31.6774341;20.2713072;77;false;true;Poland;63153975295314864087919295535752408453346227391479232134050142645648891224031183 10191024507780447961508;19704562339705021935061324583024930687460795589191821552713787247145872814791327 08395888825720507650643;
953;Bernardina;Cuba;Florencia;292 Jenna Hill;22.1461138;-78.9712451;48;true;true;Russia;17762632689313441242413597337288481335543746947487350097552342409697499365147898 32699296723806780231833;90764632457445870399886027260556164991289564982015504301094163578288960016448485 87074564958241691672233;
954;Janelle;Indonesia;Banjar Dukuh;65 Norway Maple Way;-7.3552614;108.5693704;97;false;false;Belarus;23482291553636109026610200424792030641958593367894448001342551895282252615249653 54497766792409641596726;38201891545350641410279167073073241081487849476204622011086590685000079531688156 00866236195875729115110;
955;Jojo;Philippines;Milagros;17 Crownhardt Way;14.5679608;121.0233632;17;true;false;Portugal;89561495196121514935722274346648094718035181134530933670887345189733842971917730 18374808693413255765708;14397236440398737143314060002154162979932645504714500775385323068189904357906245 75445199384976935726577;
956;Shellysheldon;South Africa;Pietermaritzburg;0040 Marquette Circle;-29.5482451;30.4048541;1;true;false;China;34100418006701874640834091501017160673325037326741561677015428185004055135714412 34851361822903571118940;24753491550180573175678950108650764020155690648414627131464272141281173222414136 73196738743897865515061;
957;Sanford;China;Hebei;3 Mcbride Pass;37.8956594;114.9042208;72;true;false;Philippines;34652786515815783916645635918820765560519690996853612552548509436801483900230449 44577891684802411955508;27233704220735920634384271481744188398458245891052609330537777899945541616978122 46823380421124376884673;
958;Thibaud;Jamaica;Petersfield;6 Shoshone Point;18.2712491;-78.0682254;87;false;false;Philippines;27944089711219334037001737790493188837064090530198489101759244522065399253082244 83820335473030286863413;16493689095242946298605778061031058351401282908246264543110046964664338924033168 44382681369627282582397;
